Status,Customer Age,Dependents,Tenure,Total Relationship Count,Months Inactive,Contacts Made,Credit Limit,Total Revolving Balance,Average Revolving Available,Trans Amount Change,Total Trans Amount,Total Trans Count,Trans Count Change,Avg Utilization Ratio,Attrited,Gender_male,Education_College,Education_Doctorate,Education_Graduate,Education_High School,Education_Post-Graduate,Education_Uneducated,Education_Unknown,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Marital Status_Unknown,Income Level Code,Card Level_Blue,Card Level_Gold,Card Level_Platinum,Card Level_Silver,Avg Trans Amount,Avg Months between Contacts,Contacts per Relationship,Trans Amt per Credit Limit,Trans Count per Credit Limit,Total Rev Bal to Credit Limit,Avail Rev Bal to Credit Limit,Trans Amt to Count Change,Contacts per Inactive Mo
Attrited Customer,48,3,36,5,3,1,9943.0,2138,7805.0,0.9490000000000001,8325,54,1.0,0.215,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,154.16666666666666,18.0,0.2,0.8372724529819974,0.005430956451775118,0.2150256461832445,0.7849743538167555,0.9490000000000001,0.3333333333333333
Existing Customer,44,3,36,1,2,3,3384.0,799,2585.0,0.737,13152,100,0.754,0.23600000000000002,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,131.52,9.0,3.0,3.8865248226950353,0.02955082742316785,0.2361111111111111,0.7638888888888888,0.9774535809018567,1.5
Existing Customer,29,1,36,1,2,1,3640.0,1419,2221.0,0.7490000000000001,13306,99,0.6779999999999999,0.39,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,134.40404040404042,18.0,1.0,3.6554945054945054,0.0271978021978022,0.38983516483516484,0.6101648351648352,1.1047197640117996,0.5
Existing Customer,42,4,35,1,2,3,34516.0,1420,33096.0,0.848,14672,110,0.8029999999999999,0.040999999999999995,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,133.38181818181818,8.75,3.0,0.4250782245914938,0.0031869278015992583,0.04114034071155406,0.958859659288446,1.0560398505603985,1.5
Existing Customer,45,3,39,1,2,3,10186.0,1608,8578.0,0.7120000000000001,14023,106,0.767,0.158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,132.29245283018867,9.75,3.0,1.3766935008835657,0.010406440212055763,0.15786373453760064,0.8421362654623994,0.9282920469361148,1.5
Existing Customer,45,2,36,1,3,1,15987.0,2262,13725.0,0.7140000000000001,15513,127,0.649,0.141,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,122.14960629921259,18.0,1.0,0.9703509101144681,0.007943954463001189,0.1414899605929818,0.8585100394070182,1.1001540832049308,0.3333333333333333
Attrited Customer,46,0,39,2,3,3,16983.0,0,16983.0,1.061,8526,79,0.8370000000000001,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,107.92405063291139,9.75,1.5,0.5020314432079138,0.004651710534063476,0.0,1.0,1.267622461170848,1.0
Attrited Customer,39,2,36,6,3,3,34516.0,2517,31999.0,1.052,7866,63,0.75,0.073,1,1,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0,0,124.85714285714286,9.0,0.5,0.2278943098852706,0.0018252404681886661,0.07292270251477576,0.9270772974852243,1.4026666666666667,1.0
Existing Customer,32,2,20,2,3,3,34516.0,2136,32380.0,0.8490000000000001,14667,119,0.75,0.062,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,123.25210084033614,5.0,1.5,0.42493336423687567,0.003447676439911925,0.06188434349287287,0.9381156565071271,1.1320000000000001,1.0
Existing Customer,38,2,31,1,3,2,34516.0,0,34516.0,0.768,14036,99,0.768,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,141.77777777777777,10.333333333333334,2.0,0.40665198748406534,0.0028682350214393323,0.0,1.0,1.0,0.6666666666666666
Existing Customer,50,4,41,1,2,2,4268.0,1509,2759.0,0.562,14351,112,0.867,0.354,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,128.13392857142858,13.666666666666666,2.0,3.362464854732896,0.026241799437675725,0.3535613870665417,0.6464386129334583,0.6482122260668974,1.0
Existing Customer,50,2,40,2,3,2,10748.0,1084,9664.0,0.868,16541,126,0.68,0.10099999999999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,131.27777777777777,13.333333333333334,1.0,1.538983997022702,0.011723111276516561,0.10085597320431708,0.899144026795683,1.276470588235294,0.6666666666666666
Attrited Customer,37,2,21,2,2,2,31718.0,0,31718.0,0.91,7432,64,0.6409999999999999,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,116.125,7.0,1.0,0.2343149000567501,0.002017781701242197,0.0,1.0,1.419656786271451,1.0
Attrited Customer,42,2,36,1,3,1,9959.0,2517,7442.0,0.884,8847,85,0.7709999999999999,0.253,1,1,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,104.08235294117647,18.0,1.0,0.8883422030324329,0.008534993473240285,0.2527362184958329,0.7472637815041671,1.1465629053177693,0.3333333333333333
Existing Customer,53,1,36,2,2,2,34516.0,1484,33032.0,1.015,16373,114,0.9,0.043,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,143.62280701754386,12.0,1.0,0.4743597172325878,0.003302816085293777,0.04299455325066636,0.9570054467493336,1.1277777777777775,1.0
Existing Customer,52,1,45,1,5,1,11898.0,2517,9381.0,0.745,15798,128,0.73,0.212,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,123.421875,22.5,1.0,1.3277861825516895,0.010758110606824677,0.21154815935451338,0.7884518406454867,1.0205479452054795,0.2
Attrited Customer,57,2,43,2,3,3,34516.0,1847,32669.0,0.557,7842,61,0.794,0.054000000000000006,1,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,128.55737704918033,10.75,1.5,0.2271989801831035,0.0017672963263414068,0.05351141499594391,0.9464885850040561,0.7015113350125944,1.0
Existing Customer,46,1,27,1,3,1,13056.0,1890,11166.0,0.713,14280,102,0.672,0.145,0,1,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,140.0,13.5,1.0,1.09375,0.0078125,0.14476102941176472,0.8552389705882353,1.0610119047619047,0.3333333333333333
Existing Customer,60,0,47,1,1,3,14002.0,1413,12589.0,0.621,13849,128,0.882,0.10099999999999999,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,108.1953125,11.75,3.0,0.9890729895729181,0.009141551206970433,0.10091415512069704,0.899085844879303,0.7040816326530612,3.0
Attrited Customer,40,3,33,5,3,6,5500.0,442,5058.0,0.609,7720,67,0.5579999999999999,0.08,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,115.22388059701493,4.714285714285714,1.2,1.4036363636363636,0.012181818181818183,0.08036363636363636,0.9196363636363636,1.0913978494623657,2.0
Attrited Customer,49,3,38,2,3,3,8549.0,0,8549.0,1.023,9192,77,0.7909999999999999,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,119.37662337662337,9.5,1.5,1.0752134752602645,0.00900690139197567,0.0,1.0,1.293299620733249,1.0
Attrited Customer,56,2,44,5,3,1,4390.0,0,4390.0,1.005,8454,69,0.769,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,122.52173913043478,22.0,0.2,1.925740318906606,0.01571753986332574,0.0,1.0,1.306892067620286,0.3333333333333333
Attrited Customer,55,1,43,2,2,3,24884.0,0,24884.0,0.07200000000000001,5107,53,0.293,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,96.35849056603773,10.75,1.5,0.20523227776884745,0.0021298826555216205,0.0,1.0,0.24573378839590448,1.5
Existing Customer,55,2,41,1,1,1,3591.0,1760,1831.0,0.507,13289,121,0.754,0.49,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,109.82644628099173,20.5,1.0,3.7006404901141745,0.03369534948482317,0.4901141743247006,0.5098858256752994,0.6724137931034483,1.0
Attrited Customer,55,3,47,2,5,4,4841.0,859,3982.0,1.003,8918,87,0.977,0.177,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,102.50574712643679,9.4,2.0,1.8421813674860565,0.017971493493079943,0.1774426771328238,0.8225573228671762,1.0266120777891503,0.8
Attrited Customer,31,2,18,2,1,3,4246.0,2517,1729.0,0.951,8102,66,0.8859999999999999,0.593,1,1,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,122.75757575757575,4.5,1.5,1.90814884597268,0.015544041450777202,0.5927932171455488,0.4072067828544512,1.0733634311512417,3.0
Existing Customer,44,4,36,2,1,2,7469.0,1378,6091.0,0.8590000000000001,15225,108,0.862,0.184,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,140.97222222222223,12.0,1.0,2.0384254920337392,0.014459767037086626,0.18449591645467933,0.8155040835453207,0.9965197215777264,2.0
Existing Customer,54,2,48,2,3,2,29974.0,2114,27860.0,0.925,15190,115,0.855,0.071,0,1,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,132.08695652173913,16.0,1.0,0.5067725361980383,0.0038366584373123376,0.07052779075198505,0.929472209248015,1.0818713450292399,0.6666666666666666
Existing Customer,58,1,48,2,3,2,20724.0,2221,18503.0,0.769,14215,109,0.703,0.107,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,130.41284403669724,16.0,1.0,0.6859197066203435,0.005259602393360355,0.10717043041883806,0.8928295695811619,1.0938833570412518,0.6666666666666666
Existing Customer,53,2,36,2,2,2,21079.0,1431,19648.0,0.688,13930,96,0.655,0.068,0,1,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,0,145.10416666666666,12.0,1.0,0.6608472887708146,0.004554295744579914,0.06788747094264434,0.9321125290573556,1.0503816793893128,1.0
Existing Customer,59,1,36,2,2,3,3720.0,1569,2151.0,0.8909999999999999,16208,129,0.792,0.42200000000000004,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,125.64341085271317,9.0,1.5,4.356989247311828,0.03467741935483871,0.4217741935483871,0.5782258064516129,1.1249999999999998,1.5
Attrited Customer,54,1,36,2,3,2,11077.0,573,10504.0,0.973,8165,87,0.7759999999999999,0.052000000000000005,1,1,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,93.85057471264368,12.0,1.0,0.7371129367157172,0.007854112124221359,0.05172880743883723,0.9482711925611628,1.2538659793814435,0.6666666666666666
Existing Customer,32,1,19,2,3,1,12024.0,0,12024.0,0.823,14551,105,0.78,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,138.58095238095237,9.5,0.5,1.210163007318696,0.00873253493013972,0.0,1.0,1.055128205128205,0.3333333333333333
Attrited Customer,48,5,38,2,3,3,4446.0,0,4446.0,0.963,8753,76,0.9490000000000001,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,115.17105263157895,9.5,1.5,1.968735942420153,0.017094017094017096,0.0,1.0,1.0147523709167543,1.0
Existing Customer,54,3,44,2,1,3,34516.0,862,33654.0,0.815,15034,111,0.762,0.025,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,135.44144144144144,11.0,1.5,0.43556611426584774,0.003215899872522888,0.024973925136168734,0.9750260748638313,1.0695538057742782,3.0
Existing Customer,32,0,24,2,2,3,11511.0,0,11511.0,0.867,14436,123,0.64,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,117.36585365853658,6.0,1.5,1.2541047693510554,0.010685431326557205,0.0,1.0,1.3546875,1.5
Existing Customer,42,2,31,2,1,3,34516.0,1356,33160.0,0.71,12878,104,0.825,0.039,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,123.82692307692308,7.75,1.5,0.37310232935450227,0.0030130953760574807,0.039286128172441766,0.9607138718275582,0.8606060606060606,3.0
Existing Customer,42,3,28,2,3,1,19192.0,1507,17685.0,0.594,15615,125,0.736,0.079,0,1,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,124.92,14.0,0.5,0.813620258441017,0.006513130471029595,0.0785223009587328,0.9214776990412672,0.8070652173913043,0.3333333333333333
Existing Customer,29,0,36,1,1,1,3076.0,0,3076.0,0.924,15514,123,0.892,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,126.130081300813,18.0,1.0,5.043563068920676,0.03998699609882965,0.0,1.0,1.0358744394618835,1.0
Existing Customer,43,3,32,2,1,2,4196.0,1331,2865.0,0.537,14545,116,0.841,0.317,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,125.38793103448276,10.666666666666666,1.0,3.4663965681601527,0.027645376549094377,0.317206863679695,0.682793136320305,0.6385255648038051,2.0
Existing Customer,45,3,38,1,3,3,3243.0,1580,1663.0,1.075,15710,122,0.743,0.48700000000000004,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,128.7704918032787,9.5,3.0,4.844279987665741,0.037619488128276285,0.4872032069071847,0.5127967930928153,1.4468371467025571,1.0
Existing Customer,56,1,49,1,2,1,17542.0,2517,15025.0,0.8,13939,138,0.792,0.14300000000000002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,101.0072463768116,24.5,1.0,0.7946072283662068,0.007866833884391746,0.14348420932618858,0.8565157906738115,1.0101010101010102,0.5
Existing Customer,46,4,36,2,2,1,32949.0,1190,31759.0,0.664,14892,113,0.638,0.036000000000000004,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,131.78761061946904,18.0,0.5,0.45197122826185926,0.003429542626483353,0.03611642234969195,0.9638835776503081,1.0407523510971788,0.5
Existing Customer,41,2,28,1,3,3,32250.0,1289,30961.0,0.703,15785,100,0.7859999999999999,0.04,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,157.85,7.0,3.0,0.4894573643410853,0.0031007751937984496,0.03996899224806202,0.960031007751938,0.8944020356234097,1.0
Existing Customer,50,2,40,2,1,1,34516.0,1826,32690.0,0.718,14994,121,0.833,0.053,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,123.91735537190083,20.0,0.5,0.43440723142890253,0.0035056205817591843,0.05290300150654769,0.9470969984934523,0.8619447779111644,1.0
Existing Customer,52,2,43,2,2,3,23981.0,2114,21867.0,0.721,15281,100,0.7240000000000001,0.08800000000000001,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,152.81,10.75,1.5,0.6372127934614904,0.004169967891247238,0.0881531212209666,0.9118468787790334,0.9958563535911601,1.5
Existing Customer,52,2,43,1,2,3,4090.0,1649,2441.0,0.752,15497,92,0.6729999999999999,0.40299999999999997,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,168.44565217391303,10.75,3.0,3.788997555012225,0.022493887530562348,0.40317848410757945,0.5968215158924205,1.1173848439821694,1.5
Existing Customer,32,0,21,2,3,1,4251.0,2295,1956.0,0.628,15574,115,0.797,0.54,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,135.42608695652174,10.5,0.5,3.6636085626911314,0.027052458245118795,0.5398729710656316,0.4601270289343684,0.7879548306148055,0.3333333333333333
Existing Customer,52,1,40,2,1,1,4119.0,2517,1602.0,0.754,15215,121,0.862,0.611,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,125.74380165289256,20.0,0.5,3.693857732459335,0.029376062151007527,0.6110706482155863,0.3889293517844137,0.8747099767981439,1.0
Existing Customer,60,1,55,2,2,3,13399.0,1456,11943.0,0.856,16493,122,0.649,0.109,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,135.18852459016392,13.75,1.5,1.2309127546831853,0.009105157101276214,0.10866482573326368,0.8913351742667364,1.3189522342064715,1.5
Existing Customer,44,0,34,1,3,3,9070.0,1273,7797.0,0.637,15211,129,0.743,0.14,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,117.91472868217055,8.5,3.0,1.6770672546857772,0.01422271223814774,0.14035281146637266,0.8596471885336273,0.857335127860027,1.0
Existing Customer,48,4,36,2,6,1,7469.0,1216,6253.0,0.7709999999999999,13614,104,0.6,0.163,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,130.90384615384616,18.0,0.5,1.822733967063864,0.01392422010978712,0.1628062658990494,0.8371937341009505,1.285,0.16666666666666666
Attrited Customer,57,1,36,4,3,3,23714.0,0,23714.0,0.981,8463,62,0.8240000000000001,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,136.5,9.0,0.75,0.3568777937083579,0.002614489331196761,0.0,1.0,1.1905339805825241,1.0
Existing Customer,52,2,40,1,2,3,5240.0,2517,2723.0,0.78,14161,105,0.875,0.48,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,134.86666666666667,10.0,3.0,2.7024809160305345,0.020038167938931296,0.4803435114503817,0.5196564885496183,0.8914285714285715,1.5
Attrited Customer,34,3,28,2,3,2,3744.0,0,3744.0,0.7959999999999999,8202,69,0.769,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,118.8695652173913,9.333333333333334,1.0,2.190705128205128,0.01842948717948718,0.0,1.0,1.035110533159948,0.6666666666666666
Existing Customer,40,2,36,2,2,1,15594.0,1690,13904.0,0.69,16101,127,0.608,0.10800000000000001,0,1,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,126.77952755905511,18.0,0.5,1.032512504809542,0.00814415800949083,0.1083750160318071,0.8916249839681929,1.1348684210526314,0.5
Existing Customer,45,4,35,1,1,3,8449.0,2092,6357.0,0.7090000000000001,17634,120,0.667,0.248,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,146.95,8.75,3.0,2.0871109006983075,0.014202864244289265,0.2476032666587762,0.7523967333412238,1.062968515742129,3.0
Attrited Customer,59,0,48,5,2,6,34516.0,0,34516.0,0.9690000000000001,8480,71,0.821,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,119.43661971830986,6.857142857142857,1.2,0.2456831614323792,0.002057017035577703,0.0,1.0,1.18026796589525,3.0
Existing Customer,43,3,28,2,1,3,9959.0,734,9225.0,0.86,16732,116,0.812,0.07400000000000001,0,1,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,144.24137931034483,7.0,1.5,1.68008836228537,0.011647755798774978,0.07370217893362788,0.9262978210663722,1.0591133004926108,3.0
Existing Customer,30,2,36,1,3,3,4192.0,1734,2458.0,0.753,13345,106,0.893,0.414,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,125.89622641509433,9.0,3.0,3.1834446564885495,0.025286259541984733,0.4136450381679389,0.586354961832061,0.8432250839865622,1.0
Existing Customer,38,1,31,2,6,3,3416.0,2517,899.0,0.925,14230,105,0.78,0.737,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,135.52380952380952,7.75,1.5,4.1656908665105385,0.030737704918032786,0.7368266978922716,0.2631733021077283,1.185897435897436,0.5
Existing Customer,42,4,31,2,2,2,3322.0,0,3322.0,0.758,13784,108,0.588,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,127.62962962962963,10.333333333333334,1.0,4.149307645996387,0.0325105358217941,0.0,1.0,1.2891156462585034,1.0
Existing Customer,50,1,30,1,3,2,14217.0,1816,12401.0,0.978,15554,99,0.6779999999999999,0.128,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,157.11111111111111,10.0,2.0,1.0940423436730675,0.006963494408102976,0.12773440247590911,0.8722655975240908,1.4424778761061947,0.6666666666666666
Existing Customer,49,4,35,1,2,2,17350.0,1817,15533.0,0.816,16132,118,0.873,0.105,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,136.71186440677965,11.666666666666666,2.0,0.9297982708933717,0.006801152737752161,0.10472622478386168,0.8952737752161384,0.9347079037800686,1.0
Existing Customer,58,4,53,1,3,0,13784.0,698,13086.0,0.75,13120,91,0.784,0.051,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,144.17582417582418,53.0,0.0,0.9518282066163668,0.006601857225769008,0.05063842135809634,0.9493615786419036,0.9566326530612245,0.0
Existing Customer,54,1,42,2,2,3,3181.0,2087,1094.0,0.752,13392,92,0.736,0.6559999999999999,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,145.56521739130434,10.5,1.5,4.209996856334486,0.028921722728701665,0.6560829927695693,0.34391700723043067,1.0217391304347827,1.5
Existing Customer,39,3,26,2,2,1,5325.0,2488,2837.0,0.9259999999999999,13674,101,0.836,0.467,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,135.3861386138614,13.0,0.5,2.567887323943662,0.01896713615023474,0.4672300469483568,0.5327699530516432,1.1076555023923444,0.5
Attrited Customer,48,1,28,3,2,1,23981.0,1454,22527.0,0.925,9140,64,0.684,0.061,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,142.8125,14.0,0.3333333333333333,0.3811350652599975,0.0026687794503982318,0.06063133313873483,0.9393686668612652,1.3523391812865497,0.5
Existing Customer,36,2,23,2,2,3,3920.0,0,3920.0,0.813,16500,102,0.7290000000000001,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,161.76470588235293,5.75,1.5,4.209183673469388,0.026020408163265306,0.0,1.0,1.1152263374485594,1.5
Existing Customer,56,1,36,2,1,2,5158.0,1148,4010.0,0.637,13113,128,0.882,0.223,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,102.4453125,12.0,1.0,2.542264443582784,0.02481582008530438,0.22256688639007366,0.7774331136099263,0.7222222222222222,2.0
Existing Customer,57,2,46,3,1,3,5073.0,1533,3540.0,0.654,13420,122,0.743,0.302,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,110.0,11.5,1.0,2.645377488665484,0.024048886260595308,0.3021880544056771,0.6978119455943229,0.8802153432032301,3.0
Existing Customer,47,2,40,2,1,3,4074.0,1868,2206.0,0.688,15005,118,0.7609999999999999,0.45899999999999996,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,127.16101694915254,10.0,1.5,3.683112420225822,0.028964162984781543,0.4585174275895925,0.5414825724104074,0.9040735873850198,3.0
Existing Customer,27,1,21,2,3,1,10284.0,787,9497.0,0.7390000000000001,13355,92,0.84,0.077,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,145.16304347826087,10.5,0.5,1.2986192143134967,0.008945935433683392,0.0765266433294438,0.9234733566705562,0.879761904761905,0.3333333333333333
Existing Customer,42,3,23,3,4,3,34516.0,2070,32446.0,0.88,13781,102,0.545,0.06,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,1,0,135.1078431372549,5.75,1.0,0.3992641093985398,0.002955151234210221,0.05997218681191332,0.9400278131880867,1.6146788990825687,0.75
Attrited Customer,53,3,33,2,2,3,34516.0,0,34516.0,0.534,6361,74,1.114,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,85.95945945945945,8.25,1.5,0.184291343145208,0.002143933248348592,0.0,1.0,0.47935368043087967,1.5
Existing Customer,57,3,36,3,3,1,3999.0,721,3278.0,0.847,15443,102,0.672,0.18,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,151.40196078431373,18.0,0.3333333333333333,3.8617154288572144,0.025506376594148537,0.18029507376844212,0.8197049262315579,1.2604166666666665,0.3333333333333333
Existing Customer,50,0,36,3,4,1,3468.0,2221,1247.0,0.7829999999999999,14222,122,0.627,0.64,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,116.57377049180327,18.0,0.3333333333333333,4.100922722029988,0.03517877739331027,0.6404267589388697,0.3595732410611303,1.2488038277511961,0.25
Existing Customer,50,4,39,3,1,2,11900.0,1796,10104.0,0.6509999999999999,14666,101,0.98,0.151,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,145.20792079207922,13.0,0.6666666666666666,1.232436974789916,0.008487394957983193,0.15092436974789916,0.8490756302521009,0.6642857142857143,2.0
Attrited Customer,51,1,41,3,3,2,9701.0,0,9701.0,1.024,9404,62,0.8240000000000001,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,151.67741935483872,13.666666666666666,0.6666666666666666,0.9693845995258221,0.0063910937016802396,0.0,1.0,1.2427184466019416,0.6666666666666666
Existing Customer,61,0,50,3,3,3,34516.0,1357,33159.0,0.687,13722,124,0.746,0.039,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,110.66129032258064,12.5,1.0,0.39755475721404565,0.003592536794530073,0.039315100243365396,0.9606848997566346,0.9209115281501341,1.0
Attrited Customer,30,0,13,3,1,3,6075.0,0,6075.0,0.9229999999999999,9242,63,0.909,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,146.6984126984127,3.25,1.0,1.5213168724279835,0.01037037037037037,0.0,1.0,1.0154015401540153,3.0
Existing Customer,60,0,54,3,3,3,13035.0,1285,11750.0,0.7609999999999999,14585,97,0.98,0.099,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,150.36082474226805,13.5,1.0,1.1189106252397392,0.00744150364403529,0.0985807441503644,0.9014192558496356,0.7765306122448978,1.0
Attrited Customer,43,2,36,2,3,3,17306.0,0,17306.0,0.4,6205,65,0.8059999999999999,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,95.46153846153847,9.0,1.5,0.35854616895874264,0.0037559228013405756,0.0,1.0,0.4962779156327544,1.0
Attrited Customer,41,4,36,3,3,3,15987.0,0,15987.0,0.598,7832,73,0.78,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,107.28767123287672,9.0,1.0,0.4898980421592544,0.0045662100456621,0.0,1.0,0.7666666666666666,1.0
Existing Customer,42,2,36,3,3,2,34516.0,0,34516.0,0.774,12920,132,0.737,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,97.87878787878788,12.0,0.6666666666666666,0.3743191563332947,0.00382431336191911,0.0,1.0,1.0502035278154682,0.6666666666666666
Existing Customer,36,2,36,3,1,2,34516.0,939,33577.0,0.826,15552,107,0.754,0.027000000000000003,0,1,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,145.34579439252337,12.0,0.6666666666666666,0.45057364700428787,0.0031000115888283695,0.027204774597288213,0.9727952254027118,1.0954907161803713,2.0
Existing Customer,27,1,15,2,1,2,7469.0,0,7469.0,0.688,16730,122,0.718,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,137.13114754098362,5.0,1.0,2.239925023430178,0.01633418128263489,0.0,1.0,0.958217270194986,2.0
Attrited Customer,59,0,50,3,2,3,12918.0,2352,10566.0,1.008,9138,76,0.9,0.182,1,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,120.23684210526316,12.5,1.0,0.7073850441244774,0.005883263663105744,0.18207152810032512,0.8179284718996749,1.1199999999999999,1.5
Attrited Customer,59,1,50,1,0,3,4085.0,0,4085.0,0.787,7597,71,0.69,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,107.0,12.5,3.0,1.8597307221542227,0.017380660954712364,0.0,1.0,1.1405797101449278,0.0
Existing Customer,55,1,36,2,1,2,3705.0,1355,2350.0,0.742,16089,119,0.725,0.366,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,135.2016806722689,12.0,1.0,4.34251012145749,0.03211875843454791,0.3657219973009447,0.6342780026990553,1.0234482758620689,2.0
